編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
RPSNMLRLQHGGFAU47CC,26,11.76,共有部份,鋼筋混凝土造,84年12月6日,五層,,
RPRPMLQLQHGGFAU47CC,33,91.20,住家用,鋼筋混凝土造,77年11月25日,五層,,
RPTQMLLMQHGGFAU37CC,36,99.97,住家用,鋼筋混凝土加強磚造,74年9月10日,二層,,
RPRPMLQLQHGGFAU47CC,33,6.14,共有部份,鋼筋混凝土造,77年11月25日,五層,,
RPROMLLJRHGGFAU76CC,4,42.41,住家用,鋼筋混凝土造,106年7月31日,五層,,
RPUNMLLJRHGGFAU96CC,4,47.07,住家用,鋼筋混凝土造,106年11月24日,五層,,
RPQOMLQLQHGGFAU27CC,27,22.41,住家用,鋼筋混凝土造,83年8月4日,五層,,
RPQOMLQLQHGGFAU27CC,27,6.24,共有部份,鋼筋混凝土造,83年8月4日,五層,,
RPRPMLNJRHGGFAU07CC,26,22.23,住家用,鋼筋混凝土造,85年1月30日,五層,,
RPRPMLNJRHGGFAU07CC,26,7.87,共有部份,鋼筋混凝土造,85年1月30日,五層,,
RPVOMLNJRHGGFAU37CC,26,28.83,住家用,鋼筋混凝土造,84年8月19日,十一層,,
RPVOMLNJRHGGFAU37CC,26,7.71,共有部份,鋼筋混凝土造,84年8月19日,十一層,,
RPRNMLQJRHGGFAU17CC,26,32.69,住家用,鋼筋混凝土造,84年8月25日,七層,,
RPRNMLQJRHGGFAU17CC,26,15.27,共有部份,鋼筋混凝土造,84年8月25日,七層,,
RPUNMLKKRHGGFAU96CC,,147.87,住商用,鋼筋混凝土加強磚造,,四層,,
RPOPMLNJRHGGFAU76CC,29,67.61,住商用,鋼筋混凝土造,81年12月17日,六層,,
RPPOMLSJRHGGFAU27CC,38,75.95,住家用,鋼筋混凝土造,72年9月10日,四層,,
RPOPMLNJRHGGFAU76CC,29,28.09,共有部份,鋼筋混凝土造,81年12月17日,六層,,
RPPOMLSJRHGGFAU27CC,38,7.03,共有部份,鋼筋混凝土造,72年9月10日,四層,,
RPPNMLQJRHGGFBU07CC,26,163.64,住商用,鋼筋混凝土造,84年6月29日,三層,,
RPPOMLPKRHGGFAU07CC,3,17.83,住家用,鋼筋混凝土造,107年5月14日,五層,,
RPPNMLRKRHGGFAU17CC,23,64.11,倉庫,鋼筋混凝土造,87年3月27日,四層,,
RPUNMLOKRHGGFAU37CC,24,81.72,住家用,鋼筋混凝土造,86年11月27日,五層,,
RPUNMLOKRHGGFAU37CC,24,10.16,共有部份,鋼筋混凝土造,86年11月27日,五層,,
RPUOMLKKRHGGFAU07CC,43,92.95,住商用,鋼筋混凝土加強磚造,68年1月9日,二層,,
RPROMLPKRHGGFAU27CC,3,15.36,住家用,鋼筋混凝土造,107年5月14日,五層,,
RPXNMLOKRHGGFAU67CC,32,33.00,住商用,鋼筋混凝土造,78年6月21日,三層,,
RPQOMLLKRHGGFAU76CC,17,202.85,住家用,鋼筋混凝土造,93年10月21日,三層,,
RPWOMLPKRHGGFAU77CC,27,103.03,住家用,鋼筋混凝土造,83年5月18日,七層,,
RPWOMLPKRHGGFAU77CC,27,25.52,共有部份,鋼筋混凝土造,83年5月18日,七層,,
RPUOMLPKRHGGFAU57CC,26,51.88,商業用,鋼筋混凝土造,85年1月30日,五層,,
RPUOMLPKRHGGFAU57CC,26,26.93,停車空間,鋼筋混凝土造,85年1月30日,五層,,
RPUOMLPKRHGGFAU57CC,26,10.96,共有部份,鋼筋混凝土造,85年1月30日,五層,,
RPTOMLPKRHGGFAU47CC,32,73.04,住家用,鋼筋混凝土造,78年6月24日,四層,,
RPTOMLPKRHGGFAU47CC,32,16.63,共有部份,鋼筋混凝土造,78年6月24日,四層,,
RPRNMLRLRHGGFAU47CC,31,131.64,住家用,鋼筋混凝土造,79年3月31日,四層,,
RPRNMLRLRHGGFAU47CC,31,8.83,共有部份,鋼筋混凝土造,79年3月31日,四層,,
RPRNMLTLRHGGFAU67CC,36,19.83,住商用,鋼筋混凝土造,74年11月8日,四層,,
RPUQMLNLRHGGFAU67CC,3,27.14,住家用,鋼筋混凝土造,107年5月14日,五層,,
RPTNMLOLRHGGFAU37CC,32,70.84,住商用,鋼筋混凝土造,78年11月4日,六層,,
RPTNMLOLRHGGFAU37CC,32,18.26,共有部份,鋼筋混凝土造,78年11月4日,六層,,
RPUNMLRLRHGGFAU77CC,35,16.52,住商用,鋼筋混凝土造,75年8月27日,四層,,
RPVNMLRLRHGGFAU87CC,35,16.52,住商用,鋼筋混凝土造,75年8月27日,四層,,
RPVPMLOJIIGGFAU76CC,38,115.10,住商用,鋼筋混凝土加強磚造,72年10月12日,二層,,
RPTPMLOJIIGGFAU56CC,5,194.60,住家用,鋼筋混凝土造,105年10月21日,三層,,
RPRNMLLJIIGGFAU48CC,4,34.15,住家用,鋼筋混凝土造,106年7月31日,五層,,
RPSOMLRLRHGGFAU67CC,2,137.20,住家用,鋼筋混凝土造,109年2月7日,三層,,
RPQOMLPJIIGGFAU88CC,3,47.28,住家用,鋼筋混凝土造,107年5月14日,五層,,
RPRNMLPJIIGGFAU98DC,49,91.61,住家用,鋼筋混凝土加強磚造,61年5月10日,二層,,
RPRNMLQJIIGGFAU98CC,23,38.00,國民住宅,鋼筋混凝土造,87年4月3日,十層,,
RPUOMLRJIIGGFAU86CC,15,278.75,住商用,鋼筋混凝土造,95年8月7日,四層,,
RPQNMLOKIIGGFAU78CC,21,347.61,住商用,鋼筋混凝土造,89年5月20日,四層,,
RPSNMLOKIIGGFAU98CC,26,53.16,住家用,鋼筋混凝土造,84年11月4日,十層,,
RPSNMLOKIIGGFAU98CC,26,8.10,共有部份,鋼筋混凝土造,84年11月4日,十層,,
RPSNMLOKIIGGFAU98CC,26,12.25,共有部份,鋼筋混凝土造,84年11月4日,十層,,
RPXOMLSJIIGGFAU27CC,35,25.38,住家用,鋼筋混凝土造,76年1月13日,五層,,
RPSOMLPJIIGGFAU09CC,3,47.28,住家用,鋼筋混凝土造,107年5月14日,五層,,
RPXOMLSJIIGGFAU27CC,35,1.42,共有部份,鋼筋混凝土造,76年1月13日,五層,,
RPXOMLSJIIGGFAU27CC,35,2.61,共有部份,鋼筋混凝土造,76年1月13日,五層,,
RPTNMLSJIIGGFAU76CC,46,68.38,住家用,鋼筋混凝土造,64年9月24日,四層,,
RPUNMLSJIIGGFAU86CC,25,54.42,住家用,鋼筋混凝土造,85年10月5日,五層,,
RPUNMLSJIIGGFAU86CC,25,10.00,共有部份,鋼筋混凝土造,85年10月5日,五層,,
RPXOMLOKIIGGFAU96CC,41,101.02,住商用,鋼筋混凝土加強磚造,70年4月9日,二層,,
RPWOMLSJIIGGFAU17CC,26,25.94,住家用,鋼筋混凝土造,84年4月14日,五層,,
RPWOMLSJIIGGFAU17CC,26,13.27,共有部份,鋼筋混凝土造,84年4月14日,五層,,
RPROMLPLIIGGFAU56CC,27,22.64,住家用,鋼筋混凝土造,83年11月15日,十二層,,
RPROMLPLIIGGFAU56CC,27,7.02,共有部份,鋼筋混凝土造,83年11月15日,十二層,,
RPROMLPLIIGGFAU56CC,27,3.77,共有部份,鋼筋混凝土造,83年11月15日,十二層,,
RPVPMLSKIIGGFAU37DC,42,60.06,商業用,鋼筋混凝土造,69年4月14日,一層,,
RPOOMLQLIIGGFAU98CC,2,47.81,集合住宅,鋼筋混凝土造,108年9月25日,十二層,,
RPOOMLQLIIGGFAU98CC,2,24.36,本共有部分之項目有（防空避難室兼停車空間（編號１至３５號）、機電設備、騎樓、門廳、管委會使用空間、屋頂突出物〉,鋼筋混凝土造,108年9月25日,十二層,,
RPUPMLPLIIGGFAU96CC,42,26.44,住商用,鋼筋混凝土造,68年5月11日,三層,,
RPOPMLRLIIGGFAU56CC,4,32.19,住家用,鋼筋混凝土造,106年8月8日,五層,,
RPROMLRLIIGGFAU76CC,30,63.02,住家用,鋼筋混凝土造,81年1月21日,六層,,
RPROMLRLIIGGFAU76CC,30,33.78,共有部份,鋼筋混凝土造,81年1月21日,六層,,
RPXOMLSLIIGGFAU57DC,36,84.27,商業用,鋼筋混凝土造,74年7月20日,七層,,
RPXOMLSLIIGGFAU57DC,,22.92,共有部份,鋼筋混凝土造,,七層,,
RPSNMLTLIIGGFAU96CC,25,77.08,住家用,鋼筋混凝土造,86年1月6日,七層,,
RPSNMLTLIIGGFAU96CC,25,17.70,共有部份,鋼筋混凝土造,86年1月6日,七層,,
RPSNMLTLIIGGFAU96CC,25,11.70,共有部份,鋼筋混凝土造,86年1月16日,七層,,
RPQPMLTLIIGGFAU96CC,25,87.75,住家用,鋼筋混凝土造,85年6月11日,八層,,
RPPPMLSLIIGGFAU86DC,44,94.99,住家用,鋼筋混凝土加強磚造,66年11月14日,二層,,
RPQPMLTLIIGGFAU96CC,25,18.63,共有部份,鋼筋混凝土造,85年6月11日,八層,,
RPUOMLSJJIGGFAU07CC,31,165.29,工業用,鋼鐵造鋼筋水泥,79年7月19日,一層,,
RPTOMLNJJIGGFAU09CC,4,36.63,住家用,鋼筋混凝土造,106年7月31日,五層,,
RPRPMLTLIIGGFAU07CC,25,67.89,住家用,鋼筋混凝土造,85年7月16日,七層,,
RPRPMLTLIIGGFAU07CC,25,22.16,共有部份,鋼筋混凝土造,85年7月16日,七層,,
RPWNMLMJJIGGFAU56CC,20,179.18,住家用,鋼筋混凝土造,91年3月1日,三層,,
RPRNMLOJJIGGFAU88CC,,41.83,住家用,木造,,一層,,
